drug_name,occurrences_in_pairs,distinct_ddinter_ids,ddinter_ids
Guanabenz,68,1,DDInter844
Aurothioglucose,68,1,DDInter140
Gadobenic acid,68,1,DDInter792
Succinylcholine,67,1,DDInter1716
Pyridostigmine,67,1,DDInter1548
Ledipasvir,67,1,DDInter1031
Lopinavir,67,1,DDInter1089
Olaratumab,67,1,DDInter1328
Metaraminol,66,1,DDInter1162
Dextroamphetamine,66,1,DDInter526
Linaclotide,66,1,DDInter1069
Bismuth subsalicylate,66,1,DDInter215
Colestipol,66,1,DDInter433
Lesinurad,66,1,DDInter1038
Perampanel,66,1,DDInter1428
Mephentermine,65,1,DDInter1151
Alendronic acid,65,1,DDInter42
Opicapone,65,1,DDInter1343
Trimethaphan,65,1,DDInter1872
Gemfibrozil,65,1,DDInter812
Apraclonidine,65,1,DDInter110
Doravirine,65,1,DDInter585
Pralsetinib,65,1,DDInter1504
Atovaquone,65,1,DDInter134
Sulfisoxazole,65,1,DDInter1727
Ciclesonide,65,1,DDInter375
Difenoxin,65,1,DDInter549
Acetaminophen,64,1,DDInter14
Dihydrotachysterol,64,1,DDInter558
Diamorphine,64,1,DDInter532
Mexiletine,64,1,DDInter1206
Carisoprodol,64,1,DDInter301
Doxacurium,63,1,DDInter590
Lamotrigine,63,1,DDInter1020
Methoxamine,62,1,DDInter1176
Tetraferric tricitrate decahydrate,62,1,DDInter1785
Potassium bicarbonate,62,1,DDInter1496
Potassium gluconate,62,1,DDInter1499
Entacapone,62,1,DDInter646
Flunisolide,62,1,DDInter749
Remimazolam,62,1,DDInter1580
Ropivacaine,62,1,DDInter1620
Chlorzoxazone,62,1,DDInter366
Dantrolene,62,1,DDInter473
Kava,62,1,DDInter1006
Sulfadiazine,62,1,DDInter1721
Metocurine,61,1,DDInter1198
Rapacuronium,61,1,DDInter1571
Tubocurarine,61,1,DDInter1890
Macitentan,61,1,DDInter1111
Diiodohydroxyquinoline,61,1,DDInter559
Velpatasvir,61,1,DDInter1924
Glecaprevir,61,1,DDInter824
Magnesium gluconate,60,1,DDInter1116
Cidofovir,60,1,DDInter378
Ambrisentan,60,1,DDInter62
Metaxalone,60,1,DDInter1163
Atracurium,59,1,DDInter135
Cisatracurium,59,1,DDInter386
Pipecuronium,59,1,DDInter1473
Methoxyflurane,59,1,DDInter1179
Levobetaxolol (ophthalmic),59,1,DDInter1048
Brexanolone,59,1,DDInter230
Rimegepant,59,1,DDInter1598
Baclofen,59,1,DDInter162
Pentosan polysulfate,59,1,DDInter1424
Risedronic acid,59,1,DDInter1604
Omadacycline,59,1,DDInter1336
Grazoprevir,59,1,DDInter841
Pregabalin,58,1,DDInter1516
Pamidronic acid,58,1,DDInter1383
Zoledronic acid,58,1,DDInter1968
Echothiophate (ophthalmic),58,1,DDInter615
Interferon gamma-1b,57,1,DDInter949
Avanafil,57,1,DDInter141
Eletriptan,57,1,DDInter627
Penicillamine,57,1,DDInter1419
Cytarabine (liposomal),57,1,DDInter461
Ambenonium,56,1,DDInter61
Licorice,56,1,DDInter1065
Zileuton,56,1,DDInter1962
Sodium oxybate,56,1,DDInter1690
Methsuximide,56,1,DDInter1181
Tiludronic acid,56,1,DDInter1808
Meprobamate,55,1,DDInter1154
Potassium acetate,55,1,DDInter1495
Xylometazoline (nasal),55,1,DDInter1952
Gabapentin,54,1,DDInter791
Amantadine,54,1,DDInter60
Isosorbide dinitrate,54,1,DDInter989
Isosorbide mononitrate,54,1,DDInter990
Metyrosine,54,1,DDInter1205
Phenylephrine (nasal),54,1,DDInter1454
Acetylcholine,53,1,DDInter18
Sevelamer,53,1,DDInter1663
Rotigotine,53,1,DDInter1624
Valerian,53,1,DDInter1911
Ziconotide,53,1,DDInter1960
Botulinum toxin type A,52,1,DDInter225
Botulinum Toxin Type B,52,1,DDInter226
Omega-3 fatty acids,52,1,DDInter1339
Human C1-esterase inhibitor,52,1,DDInter869
Conestat alfa,52,1,DDInter437
Cinchocaine (topical),52,1,DDInter382
Memantine,51,1,DDInter1146
Sodium acetate,51,1,DDInter1681
Tromethamine,51,1,DDInter1883
Carbamoylcholine (ophthalmic),51,1,DDInter294
Pilocarpine (ophthalmic),51,1,DDInter1466
Pemigatinib,51,1,DDInter1415
Dexmedetomidine,51,1,DDInter520
Methocarbamol,51,1,DDInter1172
Pergolide,51,1,DDInter1430
Icosapent,51,1,DDInter903
Simeprevir,51,1,DDInter1673
Sulfadoxine,51,1,DDInter1722
Oxymetazoline (nasal),51,1,DDInter1368
Tetryzoline (nasal),51,1,DDInter1787
Pramipexole,50,1,DDInter1505
Thiopental,50,1,DDInter1795
Potassium perchlorate,50,1,DDInter1501
Naphazoline (ophthalmic),50,1,DDInter1265
Oxymetazoline (ophthalmic),50,1,DDInter1369
Tetryzoline (ophthalmic),50,1,DDInter1788
Sugammadex,50,1,DDInter1719
Entecavir,49,1,DDInter647
Romosozumab,49,1,DDInter1618
Chloral hydrate,49,1,DDInter349
Proguanil,49,1,DDInter1531
Mecasermin,49,1,DDInter1131
Oxybuprocaine (ophthalmic),49,1,DDInter1364
Iopodic acid,49,1,DDInter963
Tetracaine (ophthalmic),48,1,DDInter1780
Demecarium (ophthalmic),48,1,DDInter497
Isoflurophate (ophthalmic),48,1,DDInter984
Chamomile,48,1,DDInter347
Capsicum,48,1,DDInter291
Oxymetazoline (topical),48,1,DDInter1370
Trimethoprim,47,1,DDInter1874
Oxamniquine,47,1,DDInter1356
Levetiracetam,47,1,DDInter1046
Phenylephrine (topical),47,1,DDInter1457
Methylphenidate,46,1,DDInter1189
Antithrombin Alfa,46,1,DDInter104
Paraldehyde,46,1,DDInter1391
Paramethadione,46,1,DDInter1392
Trimethadione,46,1,DDInter1871
Tetracaine (topical),46,1,DDInter1781
Iopanoic acid,46,1,DDInter962
Tyropanoic acid,46,1,DDInter1895
Chromic chloride,45,1,DDInter373
Teprotumumab,45,1,DDInter1766
Raltegravir,45,1,DDInter1563
Amoxicillin,45,1,DDInter83
Gallium chloride Ga-67,45,1,DDInter803
Pyrimethamine,45,1,DDInter1550
Chromium picolinate,44,1,DDInter374
Dutasteride,44,1,DDInter611
Phensuximide,44,1,DDInter1446
Fenofibric acid,44,1,DDInter719
Bempedoic acid,43,1,DDInter176
Desogestrel,43,1,DDInter508
Ginger,43,1,DDInter818
Fluorometholone (ophthalmic),43,1,DDInter756
Clove,43,1,DDInter417
Naphazoline (nasal),43,1,DDInter1264
Tranexamic acid,43,1,DDInter1844
Mecamylamine,42,1,DDInter1130
Nivolumab,42,1,DDInter1308
Trastuzumab deruxtecan,42,1,DDInter1847
Dexmethylphenidate,41,1,DDInter521
Solriamfetol,41,1,DDInter1697
Paromomycin,41,1,DDInter1396
Pembrolizumab,41,1,DDInter1413
Chlormezanone,41,1,DDInter357
Valaciclovir,41,1,DDInter1908
Mecasermin rinfabate,41,1,DDInter1132
Minoxidil (topical),41,1,DDInter1227
Tisagenlecleucel,41,1,DDInter1819
Aloe Vera Leaf,40,1,DDInter50
Ferrous sulfate anhydrous,40,1,DDInter727
Phenacemide,40,1,DDInter1437
Tetracaine,40,1,DDInter1779
Belantamab mafodotin,40,1,DDInter171
Axicabtagene ciloleucel,40,1,DDInter146
Tafasitamab,40,1,DDInter1738
Dichloralphenazone,39,1,DDInter536
Droxidopa,39,1,DDInter606
Phenylbutyric acid,39,1,DDInter1452
Flunisolide (nasal),39,1,DDInter750
Sacituzumab govitecan,39,1,DDInter1629
Iron protein succinylate,38,1,DDInter977
Calcium glucoheptonate,38,1,DDInter275
Cemiplimab,38,1,DDInter337
Tafenoquine,38,1,DDInter1739
Human immunoglobulin G (intravenous),38,1,DDInter873
Human immunoglobulin G (intravenous and subcutaneous),38,1,DDInter872
Goldenseal,38,1,DDInter836
Oritavancin,38,1,DDInter1347
Dienogest,38,1,DDInter546
Ascorbic acid,37,1,DDInter124
Cefpodoxime,37,1,DDInter326
Cefuroxime,37,1,DDInter335
Gallium nitrate,37,1,DDInter804
Colistimethate,37,1,DDInter434
Norgestimate,37,1,DDInter1314
Gadopentetic acid,37,1,DDInter796
Bacampicillin,36,1,DDInter159
Ospemifene,36,1,DDInter1353
Human botulinum neurotoxin A/B immune globulin,36,1,DDInter868
Triethylenetetramine,36,1,DDInter1864
Probenecid,35,1,DDInter1522
Isosorbide,35,1,DDInter988
Nitazoxanide,35,1,DDInter1299
Human cytomegalovirus immune globulin,35,1,DDInter870
Human Rho(D) immune globulin,35,1,DDInter877
Baloxavir marboxil,35,1,DDInter163
Ciclesonide (nasal),35,1,DDInter376
Alvimopan,34,1,DDInter59
Phenoxybenzamine,34,1,DDInter1444
Caspofungin,34,1,DDInter306
Panitumumab,33,1,DDInter1386
Bethanechol,33,1,DDInter199
Ethchlorvynol,33,1,DDInter691
Inebilizumab,33,1,DDInter922
Protein C,33,1,DDInter1542
Gadoxetic acid,33,1,DDInter800
Ceftazidime,32,1,DDInter330
Almotriptan,31,1,DDInter49
Pilocarpine,31,1,DDInter1465
Elvitegravir,31,1,DDInter633
Aminobenzoic acid,31,1,DDInter69
Flumazenil,31,1,DDInter748
Lipoic acid,30,1,DDInter1076
Plantago seed,30,1,DDInter1481
Aminosalicylic acid,30,1,DDInter75
Zolmitriptan,30,1,DDInter1969
Levonordefrin,30,1,DDInter1060
Leucovorin,30,1,DDInter1041
Dextran (low molecular weight),30,1,DDInter525
Gadoteric acid,30,1,DDInter797
Cyanocobalamin,29,1,DDInter451
Clofibrate,29,1,DDInter408
Dextran (high molecular weight),29,1,DDInter524
Finasteride,29,1,DDInter736
Lamivudine,28,1,DDInter1019
Ampicillin,28,1,DDInter89
Pegvaliase,28,1,DDInter1411
Sapropterin,28,1,DDInter1639
Pemoline,28,1,DDInter1416
Eravacycline,28,1,DDInter660
Tedizolid,28,1,DDInter1752
Riluzole,28,1,DDInter1596
Ammonium chloride,28,1,DDInter80
Methylcellulose,27,1,DDInter1184
Phenazopyridine,27,1,DDInter1438
Cefditoren,26,1,DDInter316
Mecobalamin,26,1,DDInter1136
Cetuximab,26,1,DDInter344
Dextran (-1),26,1,DDInter523
Rasburicase,26,1,DDInter1573
Bevacizumab,26,1,DDInter201
Levoleucovorin,26,1,DDInter1056
Lisocabtagene maraleucel,26,1,DDInter1080
Pancrelipase,25,1,DDInter1384
Methohexital,25,1,DDInter1173
Piperacillin,25,1,DDInter1474
Ceftriaxone,25,1,DDInter334
Prilocaine,25,1,DDInter1518
Gentamicin (topical),25,1,DDInter816
Gadobutrol,25,1,DDInter793
Gadofosveset trisodium,25,1,DDInter795
Ticarcillin,24,1,DDInter1803
Moxetumomab Pasudotox,24,1,DDInter1246
Peginesatide,24,1,DDInter1406
Glucagon,24,1,DDInter827
Capromab pendetide,24,1,DDInter289
Metronidazole (topical),23,1,DDInter1203
Prasterone enantate,23,1,DDInter1507
Lacosamide,23,1,DDInter1014
Bromotheophylline,23,1,DDInter244
Nitric Oxide,23,1,DDInter1302
Etelcalcetide,23,1,DDInter688
Dexrazoxane,23,1,DDInter522
Abacavir,22,1,DDInter1
Mezlocillin,22,1,DDInter1207
Phenoxymethylpenicillin,22,1,DDInter1445
Lactic acid,22,1,DDInter1015
Allopurinol,22,1,DDInter48
Interferon alfa-n3,22,1,DDInter945
Piperazine,22,1,DDInter1475
Isoxsuprine,22,1,DDInter992
Nesiritide,22,1,DDInter1282
Febuxostat,22,1,DDInter713
Darbepoetin alfa,22,1,DDInter479
Erythropoietin,22,1,DDInter671
Tretinoin (topical),22,1,DDInter1854
Secretin human,21,1,DDInter1651
Bupivacaine,21,1,DDInter249
Deferoxamine,21,1,DDInter490
Methacholine,21,1,DDInter1165
Scopolamine (ophthalmic),20,1,DDInter1648
Benzylpenicillin (sodium),20,1,DDInter191
Frovatriptan,20,1,DDInter788
Homatropine,20,1,DDInter865
Emtricitabine,20,1,DDInter637
Moricizine,20,1,DDInter1243
Dimercaprol,20,1,DDInter563
Monopotassium phosphate,20,1,DDInter1241
Sodium zirconium cyclosilicate,20,1,DDInter1694
Atropine (ophthalmic),19,1,DDInter137
Carbenicillin,19,1,DDInter295
Magnesium glycinate,19,1,DDInter1117
Oxacillin,19,1,DDInter1354
Benzylpenicillin (potassium),19,1,DDInter190
Dalfampridine,19,1,DDInter468
Guanidine,19,1,DDInter848
Cyclandelate,19,1,DDInter452
Proparacaine (ophthalmic),19,1,DDInter1536
Voxilaprevir,19,1,DDInter1950
Anastrozole,19,1,DDInter95
Silver nitrate (topical),19,1,DDInter1671
Silver sulfadiazine (topical),19,1,DDInter1672
Gadodiamide,19,1,DDInter794
Gadoteridol,19,1,DDInter798
Gadoversetamide,19,1,DDInter799
Cloxacillin,18,1,DDInter418
Dicloxacillin,18,1,DDInter541
Benzylpenicillin,18,1,DDInter189
Enflurane,18,1,DDInter641
Cefdinir,18,1,DDInter315
Cefotetan,18,1,DDInter324
Melatonin,18,1,DDInter1142
Cefamandole,18,1,DDInter312
Cefmetazole,18,1,DDInter320
Cefoperazone,18,1,DDInter322
Pyrazinamide,18,1,DDInter1547
Procaine,18,1,DDInter1525
Desloratadine,18,1,DDInter506
Meticillin,17,1,DDInter1195
Teduglutide,17,1,DDInter1753
Oxitriptan,17,1,DDInter1362
Tryptophan,17,1,DDInter1888
Cefprozil,17,1,DDInter327
Pretomanid,17,1,DDInter1517
Cabergoline,17,1,DDInter260
Ezetimibe,17,1,DDInter707
Cefazolin,17,1,DDInter314
Cefotaxime,17,1,DDInter323
Cefoxitin,17,1,DDInter325
Raloxifene,17,1,DDInter1562
Trametinib,17,1,DDInter1842
Silver nitrate (ophthalmic),17,1,DDInter1670
Digoxin Immune Fab (Ovine),17,1,DDInter555
Alprostadil,16,1,DDInter55
Clavulanic acid,16,1,DDInter394
Arbutamine,16,1,DDInter114
Naratriptan,16,1,DDInter1267
Methenamine,16,1,DDInter1169
Cefradine,16,1,DDInter328
Tolazoline,16,1,DDInter1827
Cefixime,16,1,DDInter319
Alitretinoin (topical),16,1,DDInter47
Sumatriptan,15,1,DDInter1730
Rizatriptan,15,1,DDInter1611
Mebendazole,15,1,DDInter1128
Cefepime,15,1,DDInter317
Ceftaroline fosamil,15,1,DDInter329
Chloroprocaine,15,1,DDInter358
Tocainide,15,1,DDInter1823
Citric acid,15,1,DDInter390
Cefonicid,15,1,DDInter321
Ceftizoxime,15,1,DDInter332
Cefalotin,15,1,DDInter311
Cefapirin,15,1,DDInter313
Elbasvir,15,1,DDInter626
Hydroxyamphetamine (ophthalmic),15,1,DDInter892
Imipenem,15,1,DDInter911
Adapalene (topical),15,1,DDInter29
Trifarotene (topical),15,1,DDInter1865
Bupivacaine (liposome),15,1,DDInter250
Pyridoxine,14,1,DDInter1549
Misoprostol,14,1,DDInter1231
Prilocaine (topiclal),14,1,DDInter1519
Cefiderocol,14,1,DDInter318
Meropenem,14,1,DDInter1157
Mepivacaine,14,1,DDInter1153
Ceftolozane,14,1,DDInter333
Tigecycline,14,1,DDInter1805
Dipivefrin (ophthalmic),14,1,DDInter572
Levmetamfetamine (nasal),14,1,DDInter1047
Propylhexedrine (nasal),14,1,DDInter1540
Aminocaproic acid,14,1,DDInter70
Bexarotene (topical),14,1,DDInter203
Tetracycline (topical),13,1,DDInter1784
Cycloserine,13,1,DDInter457
Articaine,13,1,DDInter123
Thallous Chloride,13,1,DDInter1790
Cholic Acid,13,1,DDInter369
Onasemnogene abeparvovec,13,1,DDInter1341
Tipiracil,13,1,DDInter1816
Tazarotene (topical),13,1,DDInter1749
Glucarpidase,13,1,DDInter828
Methylnaltrexone,12,1,DDInter1188
Testolactone,12,1,DDInter1774
Daptomycin,12,1,DDInter477
Omalizumab,12,1,DDInter1337
Phylloquinone,12,1,DDInter1461
Tafamidis,12,1,DDInter1737
Etidocaine,12,1,DDInter697
Clindamycin (topical),12,1,DDInter399
Metyrapone,12,1,DDInter1204
Minocycline (topical),11,1,DDInter1225
Cefaclor,11,1,DDInter309
Loteprednol (ophthalmic),11,1,DDInter1096
Miltefosine,11,1,DDInter1222
Nicotine,10,1,DDInter1290
Bismuth subgallate,10,1,DDInter214
Ertapenem,10,1,DDInter668
Burosumab,10,1,DDInter253
Heparin (flush),10,1,DDInter857
Icatibant,10,1,DDInter902
Hydroxocobalamin,10,1,DDInter891
Salicylic acid (topical),10,1,DDInter1634
Imiquimod (topical),10,1,DDInter914
Edetate calcium disodium anhydrous,10,1,DDInter619
Edetate disodium anhydrous,10,1,DDInter620
Acetylcysteine,9,1,DDInter19
Isoflurane,9,1,DDInter983
Cephalexin,9,1,DDInter339
Teriparatide,9,1,DDInter1772
Elexacaftor,9,1,DDInter628
Methionine,9,1,DDInter1171
Melphalan flufenamide,9,1,DDInter1145
Octasulfur (topical),9,1,DDInter1322
Methoxsalen (topical),9,1,DDInter1178
Rimexolone (ophthalmic),9,1,DDInter1599
Niclosamide,8,1,DDInter1288
Rimantadine,8,1,DDInter1597
Yohimbine,8,1,DDInter1954
Pectin,8,1,DDInter1401
Cefadroxil,8,1,DDInter310
Calcium glycerophosphate,8,1,DDInter277
Parathyroid hormone,8,1,DDInter1393
Miconazole (topical),8,1,DDInter1210
Cabotegravir,8,1,DDInter261
Aprotinin,8,1,DDInter113
Sofosbuvir,8,1,DDInter1695
Coenzyme M,8,1,DDInter430
Bretylium,8,1,DDInter229
Trioxsalen,8,1,DDInter1877
Ganirelix,8,1,DDInter807
Desflurane,7,1,DDInter503
Doxycycline (topical),7,1,DDInter599
Salmon calcitonin,7,1,DDInter1636
Fospropofol,7,1,DDInter784
Ceftibuten,7,1,DDInter331
Lincomycin,7,1,DDInter1071
"Sodium phosphate, monobasic",7,1,DDInter1691
Pegloticase,7,1,DDInter1410
Coagulation factor X human,7,1,DDInter422
Regadenoson,7,1,DDInter1575
Ribavirin,7,1,DDInter1587
Benzoyl peroxide (topical),7,1,DDInter186
Nifurtimox,7,1,DDInter1292
Valrubicin,7,1,DDInter1914
Sorbitol,6,1,DDInter1703
Agalsidase beta,6,1,DDInter34
Rifamycin,6,1,DDInter1591
Aztreonam,6,1,DDInter158
Loracarbef,6,1,DDInter1090
Selenium,6,1,DDInter1654
Sacubitril,6,1,DDInter1630
Iron Dextran,6,1,DDInter976
Ferric carboxymaltose,6,1,DDInter723
Ferric derisomaltose,6,1,DDInter724
Sodium ferric gluconate complex,6,1,DDInter1687
Ferumoxytol,6,1,DDInter730
Saw palmetto,6,1,DDInter1645
Coagulation factor VIIa Recombinant Human,6,1,DDInter421
Resorcinol (topical),6,1,DDInter1583
Diphenhydramine (topical),6,1,DDInter570
Indium In-111 pentetreotide,6,1,DDInter920
Bismuth subcitrate potassium,5,1,DDInter213
"Antihemophilic factor, human recombinant",5,1,DDInter102
Micafungin,5,1,DDInter1208
Glutamic acid,5,1,DDInter830
Mebrofenin,5,1,DDInter1129
Nitrous oxide,5,1,DDInter1307
Levomefolic acid,5,1,DDInter1057
Levomefolic acid (calcium),5,1,DDInter1058
Nalmefene,5,1,DDInter1260
Paritaprevir,5,1,DDInter1395
Copper gluconate,5,1,DDInter442
Anti-inhibitor coagulant complex,5,1,DDInter101
Factor IX Complex (Human),5,1,DDInter709
Hyaluronic acid,5,1,DDInter880
Iodine,5,1,DDInter955
Acetohydroxamic acid,5,1,DDInter17
Amrinone,5,1,DDInter91
Milrinone,5,1,DDInter1221
Necitumumab,5,1,DDInter1272
Pralidoxime,4,1,DDInter1503
Varenicline,4,1,DDInter1919
Microcrystalline cellulose,4,1,DDInter1211
Doripenem,4,1,DDInter586
Ursodeoxycholic acid,4,1,DDInter1906
Dinoprostone (topical),4,1,DDInter567
Docusate,4,1,DDInter579
Levocarnitine,4,1,DDInter1052
Inulin,4,1,DDInter950
Sodium chloride,4,1,DDInter1685
Beta carotene,4,1,DDInter194
Econazole (topical),4,1,DDInter617
Dextrothyroxine,4,1,DDInter530
Collagenase clostridium histolyticum (topical),4,1,DDInter436
Iodine (topical),4,1,DDInter956
Coal tar (topical),4,1,DDInter423
Chloramphenicol (otic),4,1,DDInter353
Eculizumab,4,1,DDInter618
Ravulizumab,4,1,DDInter1574
Cedazuridine,4,1,DDInter308
Tivozanib,4,1,DDInter1820
Pyrantel,4,1,DDInter1546
Ferumoxides,4,1,DDInter728
Abaloparatide,3,1,DDInter2
Tegaserod,3,1,DDInter1754
Fosfomycin,3,1,DDInter780
Brinzolamide (ophthalmic),3,1,DDInter238
Dorzolamide (ophthalmic),3,1,DDInter588
Beclomethasone dipropionate (nasal),3,1,DDInter169
Laronidase,3,1,DDInter1025
Dalbavancin,3,1,DDInter467
Novobiocin,3,1,DDInter1317
Cromoglicic acid,3,1,DDInter449
Pegademase,3,1,DDInter1402
Oxyquinoline (topical),3,1,DDInter1373
Ipecac,3,1,DDInter968
Emicizumab,3,1,DDInter635
Oseltamivir,3,1,DDInter1350
Cetylpyridinium (topical),3,1,DDInter345
Tilmanocept,3,1,DDInter1807
Copper oxodotreotide Cu-64,3,1,DDInter443
Dotatate,3,1,DDInter589
Ethiodized oil,3,1,DDInter693
Avelumab,3,1,DDInter144
Oxygen,3,1,DDInter1367
Famciclovir,3,1,DDInter711
Cyclopentolate (ophthalmic),3,1,DDInter455
Homatropine (ophthalmic),3,1,DDInter866
Tropicamide (ophthalmic),3,1,DDInter1885
Indium In-111 pentetate,3,1,DDInter919
Risdiplam,2,1,DDInter1603
Coagulation Factor IX Human,2,1,DDInter420
Azelastine (ophthalmic),2,1,DDInter155
Creatine,2,1,DDInter447
Dornase alfa,2,1,DDInter587
Lubiprostone,2,1,DDInter1100
Nedocromil,2,1,DDInter1273
Plecanatide,2,1,DDInter1483
Lutein,2,1,DDInter1107
Von Willebrand Factor Human,2,1,DDInter1944
Fibrinogen human,2,1,DDInter733
Romiplostim,2,1,DDInter1617
Methyl salicylate (topical),2,1,DDInter1183
Chondroitin sulfate,2,1,DDInter371
Cranberry,2,1,DDInter446
Glucosamine,2,1,DDInter829
Papaya,2,1,DDInter1390
Acyclovir (topical),2,1,DDInter26
Etomidate,2,1,DDInter700
Fomepizole,2,1,DDInter773
Clioquinol (topical),2,1,DDInter400
Medrysone (ophthalmic),2,1,DDInter1138
Penciclovir (topical),2,1,DDInter1418
Ivermectin (topical),2,1,DDInter999
Benzalkonium (topical),2,1,DDInter180
Simethicone,2,1,DDInter1674
Gonadorelin,2,1,DDInter838
Bazedoxifene,2,1,DDInter167
Oprelvekin,2,1,DDInter1345
Human immunoglobulin G (subcutaneous),2,1,DDInter874
Human immunoglobulin G (intramuscular),2,1,DDInter871
Hexaminolevulinate,2,1,DDInter862
Phenylephrine (otic),2,1,DDInter1456
Sodium cellulose phosphate,2,1,DDInter1684
Ferumoxsil,2,1,DDInter729
Sodium iodide,2,1,DDInter1689
Migalastat,1,1,DDInter1216
Bremelanotide,1,1,DDInter227
Quinupristin,1,1,DDInter1558
Spectinomycin,1,1,DDInter1706
Imiglucerase,1,1,DDInter910
Miglustat,1,1,DDInter1218
Pegaptanib (ophthalmic),1,1,DDInter1403
Vibegron,1,1,DDInter1930
Manganese (sulfate),1,1,DDInter1122
Manganese (chloride),1,1,DDInter1121
Triheptanoin,1,1,DDInter1869
Zanamivir,1,1,DDInter1958
Sodium glycerophosphate,1,1,DDInter1688
Citrus bioflavonoids,1,1,DDInter391
Pyrophosphoric acid,1,1,DDInter1551
Azelaic acid (topical),1,1,DDInter152
Silver (topical),1,1,DDInter1669
Thimerosal (topical),1,1,DDInter1794
Difluprednate (ophthalmic),1,1,DDInter552
Sulfacetamide (ophthalmic),1,1,DDInter1720
Hexachlorophene (topical),1,1,DDInter861
Chorionic Gonadotropin (Human),1,1,DDInter372
Menotropins,1,1,DDInter1148
Follitropin,1,1,DDInter772
Urofollitropin,1,1,DDInter1904
Anidulafungin,1,1,DDInter97
Clomifene,1,1,DDInter409
Factor XIII (human),1,1,DDInter710
Dehydrocholic acid,1,1,DDInter494
Dasabuvir,1,1,DDInter483
Pertuzumab,1,1,DDInter1434
Glatiramer,1,1,DDInter823
Fulvestrant,1,1,DDInter789
Flax seed,1,1,DDInter739
Benzonatate,1,1,DDInter185
Enfuvirtide,1,1,DDInter643
Milk thistle,1,1,DDInter1219
"Dextrose, unspecified form",1,1,DDInter529
Tetrofosmin,1,1,DDInter1786
Ergoloid mesylate,1,1,DDInter663
Norelgestromin,1,1,DDInter1310
